Judge your success by, what you had to give up in,order to get it
the majority, of me and sams arguments,revolve around food
The way people look, when they chew with no teeth in,really trips me out
If you're gonna let, me down let me down easy,Let me know right now
Sometimes a good day, is as simple as cotton,candy painted skies
You know you're single, as can be when your dad WANTS,you to date a guy
Sometimes writing your, feelings down is the only,therapy you need
everytime i think, of you i get so happy,i can't stop smiling
Bitch I was serving, the sidewalk Then I copped the,drop hopped in the streets
Just finished writing, out my to do list for the,week and WHEW BABY
I would be lying, if I said I wouldn't do,anything for you
Michigan must have, a booming tire market,with all these POTHOLES
i like morning shifts, i just dread the waking up,part so help me God
Damn I really want, somebody that will love and,appreciate me
dammit I've broken, my headphones I can't seem to,keep a pair for long
I'm really clueless, to where I want to get these,pictures taken at
Just whisper it to, me right here I promise not,to tell anyone
I hope everyone, had an amazing Christmas,I know I sure did
You have to believe, in your own power Neo,Queen Serenity
Oh great finally, an explanation Can't wait,to hear it cc
I've only seen one, photo of Jeffrey holding,a baby today
I'm just getting out, of school now these tornadoes,took mad shit with them
I have so many, names my mom doesn't even,know which name comes first
i haven't studied, for any exams so good,luck to me this week
I love when tables, brag about how much money,they have then short you
me with my sister, and putting them in the eye,and not feel anger
I might create an, instrumental tape on some,special herbs type shit
Go ahead darling, Breath as the person you know,but I'll still love you
Never give up on, your dreams you never know how,close you really are
You should be ashamed, if you smear the mother of,a murder victim
Gotta Say So Far, This Is The Most Active I've,Seen Jamie Collins
This is what happens, when we all come together,here's to a good night
How does a lawyer, block someone from entering,kick the damn door down
It's like talking to, a brick wall I don't even,know why I bother
You best believe I, have a whole ass skin care pack,for cheer practice tho
okay is it just, me or is laundry like the,weirdest word ever
Time to shower eat, this breakfast burrito and,take my ass to bed
to all mothers in, the world happy mothers day,special to may mom
RIP stan lee thankful, for all the role models and,worlds he created
Can't even lie my, feelings hurt on the lowest,of keys lol oh well
If you endorse him, he must be really slimy,and gross just like you
iKON keeps and still, get unnecessary hate,so please journalist
Don't let Christmas be, the only time you buy a,gift for your loved ones
Massachusetts and, party's not gonna be the,same with out you g
almond milk is a, luxury i cant afford,but will go broke for
Whatever they want, it to be Let that be a,private decision
Seiji got a girl, to follow him around She's,laughing her ass off
i cant fucking tweet, or spell so excuse me but,i'm in fucking tears
I cant believe my, mom I keep thinking back its,so ridiculous
Everyday to get, out of bed is becoming,more of a challenge
A better question, is why is Juan Williams still,on the FOX network
Your brother liked a, Trump friendly comment on my,Facebook recently
Words to describe my, situation right now An,INDECISIVE MESS
i need a workout, buddy who forced me to move,my ass out of bed
Since I'm replying, to a Russian I must be,guilty of treason
Just gonna cut all, my hair off lol I'm tired,of dealing with it
Gosh still speechless that, this was a first run after,seven years of work
It's better to be, single than to be in a,wrong relationship
I love being on, my own but at the same time,I wanna be loved
So we all going, through the same shit when it comes,to relationship
Imagine having, someone to hang out with when,you're feeling lonely
Lol Just another, emasculated blue check,What have we become
He hums happily, and wraps his arms around your,waist Pretty mommy
Ayo i real life, remember that night like it,was yesterday tho
Sitting down to watch, this Reds game Not sure why I,do this to myself
I forgive people, but that doesn't mean that I,can trust them again
Its easy to live, with the darkness when you dress,it up as vengeance
Talented Me I, managed to cut myself with,safety scissors once
Downsizing is an, ok movie not the best,but entertaining
I'm close to very, few people but those few mean,everything to me
My sister still be, sending me shit on Facebook,like I use that app
did Russell Westbrook, have the Thunder in first place,in the West last year
Bring the Latest in, Sonic the Hedgehog News and,Updates as Shadow
OK im starting, to think you guys just want an,excuse to say dicks
hate hate hate people, who are condescending to,people their own age
Amen to that there, all lies and self serving they,all need bringing down
If u negative, in energy then stay out,the vicinity
feminist Alex, Jones saddened Bill Murray near,that one techno club
Kept the red button, on after the snooker and,some good tunes playing
She is doing it, ALL this band has been her best,idea also
A special shout out, to whatever player just,yelled What the fuck man
Infinity war, was just wow Go see it now,it was amazing
I honestly would, be really excited if,it was Starch Madness
Husband just said all, he wants for Christmas is a,present from Mueller
After a week of, searching I finally found,the fucking remote
i miss how funny, i used to be im so bad,at cracking jokes now
you are good Spaniard, but you're not that good You could,be magnificent
Ahoy You are an, inspiration Hope ya have,a positive day
done putting effort, into people that don't put,effort into me
Will I even be, human still on Monday if,I start tomorrow
has me watching this, weird ass scary movie No,lie I'm kinda scared
What's a little bit, of hunger I can go a,little while longer
i have a problem, all boys im attracted to,look almost the same
You protected them, You chose to protect someone,over your revenge
has anyone said, anything to you so you,don't reply to me
My Christmas wish for, everyone is that you find,yourself a Kristen
I'm watching burn the, stage and i can't help but scream,I WAS IN THAT CROWD
never not once have, you acted like you cared im,so tired of it
When Brinley said There's, a tear in my beer cause she,ain't here I felt that
I'm at this party, and this guy just asked me to,dance and I said no
Babe when you finish, with that I got something you,need to take care of
Gentleman Jesse, His Men If I Can See You,You're Too Close To Me
I wanted to tell, you a lot of shit but I,ain't get a chance to
No American, People are going better,than liberals' p
The nicer you are, the easier you're hurt So,just be an asshole
I want a Creature, from the Black Lagoon statue,in my living room
I feel a tickle, in my throat I'm going to,be sick by tuesday
John C McGinley, as J Jonah Jameson would,be well good casting
Marry the guy who, will jam out to Disney songs,with you on road trips
Like my women thick, and pretty like my money,hundreds and fifties
I used flexi rods, on my hair last night and my,curls are so bouncy
Try that trick sneaking, to Mexico and let me,know how it works out
I'm sorry but if, Swimming wins I'm going to,be highly upset
Kate Middleton is, extremely good at her one,job Congrats to her
i enjoyed last nights, episode of legends of,tomorrow did ya'll
I just wanna know, how Kinley is gonna act,on this plane next week
Oh God A baby, is coming Could I be blessed,with heavy traffic
Great minds think alike, I was just getting ready,to forward you this
I have no social, life social media is,as good as it gets
I just wanna know, if I'm having a boy or,a girl already
Marianne wholly, estranged from wishing her hopes,and a happiness
Netanyahu has, mentioned Mark Twain twice in his,speech guess he's a fan
called someone out for, making fun of someone for,being drugged got blocked
I'm an Accountant, To save time lets just assume,that I'm never wrong
You better shave that, before you come to my crib,woman The Rock voice
Hope it doesn't like, kill him or something because,it's spoiled or something
The World Is Falling, Down Abbey Lincoln The World,Is Falling Down Verve
I should've thrown my, heels at half of you bitches,yesterday i swear
Wish I had any, singing talent and if I,was referring to
Guardian also, reported it we've made a,bid apparently
Today I said sounds, like a no brainer in a,work conversation
We are the giraffe, That was a pretty awesome,moment in Starlight
This movie so damn, scary i wish i had my,man with me shit lol
how do you report, phishing emails made to look,like they're from yourselves
I can't continue, my life being the worst part,of someone else's
Fuck y'all talking bout, New England we got some flea,flicker action too
if you ship any, siblings you and your ship is,disgusting get out
I'm going trick or, treating and hoping people,pass out school supplies
I gave up parties, for the gym and let me say,we going places
hopefully useful, for the poor and disaster,areas thanks sir
Nothing better than, smelling of a carton of,summer berries juice
lol I just over, heard a white kid from texas,make a racist joke
Currently playing, future for lullabies to,put my son to sleep
Awaken My Love, BROTHER that it first epic,chINA india
Maybe twice a day, Early before starting work,and late afternoon
Busy weekend for, Cruz surrogates ahead of,Trump visit Monday
It is easy to, understand that living is,NOW not yesterday
Y'all know how painful, it is to want some ice cream,but you can't have it
Gonna sit here and, watch the sunset fade away,while I drink a beer
I'm not better than, them but I definitely,leave a mark on all
McDonald's breakfast, should be available all,day ona Sunday
The Hobbit though good, is very long so I can't,finish it tonight
two roads diverged in, a wood and i i took the,one less traveled by
Joyous His hand is, now bleeding What on fucking,Earth is wrong with you
Humidifier, Chan is making my room as,moist as Disney world
And they hog blanket, but you know i can just freeze,to death no biggie
Wanna give a huge, thank you for everyone and,the birthday wishes
Dear future husband, I want to get proposed to,at graduation
Or say wait after, waiting after everything,I hope you get it
Who wants to donate, to my hair show ticket fund,Cash app accepted
Bad news regarding, Sir Alex Ferguson Hope,the old man pulls through
Is this guy eating, bad dog food Does he REALLY,believe his own crap
It's so damn windy, today and I'm wearing a,summer top oh well
Now playing Giving, You The Best That I Got by,Anita Baker
I'm not ready to, graduate but I'm ready,for school to be done
wishing all of my, robot friends a happy and,safe cyber Monday
Y'all ever did your, makeup soo damn bomb you don't,wanna take it off
Forehead kisses are, the best and you can't argue,with me on that one
Whatever it is, you're seeking won't come in the,form you're expecting
So jealous of Jack, going to Bali for a,few weeks this summer
Environment feng, shui aura of a place,is so important
I only go out, my way for people who go,out their way for me
Learning day by day, how to express myself and,put it into words
Anybody who, make mockery of your faith,cannot be your friend
The best picture of, the boundless the digital,and without secrets
Very pleased Stephen, Fry is recovering well,Fingers crossed for him
I hate when people, try to play me like I'm a,fucking idiot
Cannot seem to get, myself to work on the last,day of the year Whew
happy birthday sweet, girl I hope your day was as,perfect as you are
Seven people died, in my area sunday,two from suicide
missing people who, treated you like garbage is,very strange and dumb
A daughter is one, of the most BEAUTIFUL gifts,this world has to give
valdez you guys had, me rolling with the dancing,bear segment this week
the train is fifteen, minutes late i'm committing,i hate italy
I should really get, a job so I could spoil the,shit out of my friends
I have never in, my life rooted for the Bears,but tonight I will
Ion worried bout, a relationship to much,money on my mind
A hero is one, who knows how to hang on for,one minute longer
You gotta learn to, love yourself before you can,love anyone else
Got famished all of, the sudden Someone take me,to Angel's Burger
SHE WAS THIRTEEN HE, WAS LIKE THIRTY AND THEY WERE,COUSINS WHAT THE FUCK
Maybe I'm being, dramatic but I feel like,my foot is broken
i honestly no, idea what to do with,my life anymore
She replied to my, tweet the other day I may,have had a moment
blowing your river, I departed your blossoms,beside your water
Such fun looking at, the lovers in a lay by,with my little one
misspelled thing twice now, in the same tweet and I guess,this means go lie down
guys has anyone, faced any problems with nail,ridges bumps blisters
You gotta get the, box with all this I need one,hand for holding hands
i have never seen, youtube go down in my life,what is going on
Juniors we have a, challenge and games Same time see,you all at project
the whale shot lasers, at the ocean until the,ocean died that's good
Lemme eat and go, back to sleep This flu must be,gone by tomorrow
We've definitely, got this match now There's no way,we can lose or draw
If you're not willing, to risk it all then you don't,want it bad enough
Thanks Crypto News for, the follow I m very,happy about it
The late owner of, the bed a few months among,the men came up there
I wanted it to, be you I wanted it to,be you so badly
Hey Markus Schaefer, thanks for the follow I hope,you Enjoy my feed
friendship is knowing, that i hate this so much means,how much they love it
This is VERY true, Last week she called me a sand,n word then aired me
Planet Coaster on, Steam Have a wonderful and,relaxing Christmas
Anyone know how, to fix TVs If so I,got a job for ya
she had everything, correct except the greatest,rapper alive bit
It's getting cold and, we're playing a game called don't,turn on the heat yet
HAPPY BIRTHDAY MATT, DADDY I hope you had a,great one Live it up
Good afternoon Mitch, does Ray Ferraro still on,in the afternoons
There better not be, any weak shit on there i,only want straight bars
Marta I'm going, to show you a picture where,my ass is like bomb
I admit I get, really fucking salty when,shit don't go my way
Pidgeon Jesus how, hard is it to google the,spelling of a word
That moment when you, finally get your over,packed suitcase to close
congrats bro crazy, to see someone u know win,that kind of money
No spoken response, needed Actions on Sunday,will show everyone
Good morning With the, new day comes new strength and new,thoughts Have a nice day
Guess who rounded a, corner and had to see a,stranger's naked ass
Because if I have, to chose between my heart or,you I'm gonna lose
It really sucks when, you lose an old friend over,a little mistake
me googles why are, people eating tide pods O,O me closes tab
I just really need, your ass lately I'm sorry,bout the other night
Very annoying, when I have no idea,that it's a late start
Gotta start wearing, the shit all the way in the,back of my closet
Lol to getting a, second job as a bouncer,in the Marine Corps
Don't look for healing, in the same place that you were,hurt in the first place
can you help convince, my mother to buy me some,good concert tickets
Honestly wanna, delete snap cause what's the point,of it anymore
The only thing that, can get me thru this week is,a hug from my mom
you'll wake inside a, whale like pinocchio and,you'll just accept it
Versace on the, floor came on and my feelings,got all kinds of hurt
Alright tied at half, Let's get out shit together,and steal this damn game
I'm so ready to, start back working This money,ain't gone make itself
So Who Exposed Me, Cause I'm Getting All These Friend,Requests From Grown Men
Boys that do Yahoo, and girls that uses beauty,should face the same fate
Okay from now on, someone stays here and watches,him around the clock
heartbroken gonna, leave twitter for a bit may,he rest in peace now
Learn to be content, Else happiness will always,be where you are not
When people change up, on you just give them space and,then keep it moving
Me my sister got, approved got another place,but she's so picky
he siri how much, does it cost to get a sick,paint job for your car
Yes and these catfish, are all over twitter They,are add obvious
stop wondering if, they care if you have to ask,the answer is no
lets improve learning, experience lets become,better at research
Europe better build, a massive wall between it,and the middle east
I WILL NEVER BRO, NEVER ALL BOYS DO IS USE,AND FUCK YOU KNOW THAT
Tomorrow hasn't, even started and I can't,wait for it to end
When everybody, decides to go to Dubai,all at the same time
I believe in that, it's better to love from a,distance shit no doubt
So thankful I have, such a great best friend to get,me through times like these
I love this statue, its not to far from me I,love to visit it
im so sleepy send, help i hope i make it out,of midterms alive
Touch me again and, you'll be choking on my knife,when it's down your throat
I listen to my, songs over and over and,critique myself lol
I need some balance, in my life tired of this,inconsistency
taking your bra off, at the end of the night is,the most freeing thing
Never let someone, use your name for credit not,even your parents
Still healing even, tho I think about many,things I'm still healing
It's appropriate, for a freelancer to write,a case study right
I hope Luke Hemmings, follows me while I'm sleeping,good night everyone
Dangerously In, Love with you ill never leave,just keep lovin me
Finally got my, personal model Time to,flood y'all with this work
oh that's a pepper, me avoiding something i,thought was a bay leaf
Happy birthday to, the richest person in this,university
I WANT EQUAL TIME, FOR THE DEMOCRATIC SIDE,OF THIS DISCUSSION
America is, the best country on earth for,nature and music
I've only ever, met one person my age who,was shorter than me
Allergies got me, rubbing my eyes so much I,look like I got punched
When Adam Sandler, dies in click and wakes up on,a bed in a store
I gotta bury, my mama tomorrow my,stomach is so sick
buying a bunch of, new underwear will always,make me feel better
I sent a picture, of Riley to bodega,cats Hope they post it
You ever read a, tweet wrong go off then feel dumb,and delete it Same
Extend your hands from, above the reality,of this bitter world
My hair has gotten, so full healthy and long thank,god for prenatal
It's a little too, late on a lot of things for,a lot of people
Thank you my sentence, was meant to say I love the,stars in my last tweet
Company Christmas, Party tonight is going,to be lit as fuck
I honestly hate, when I make better choices,and still get shit on
Sin is beautiful, and I want to suck his dick,I'm drinking what's up
I really think the, browns should've done a twitter,poll for their first pick
finally got my, stitches out today my hand,is so ugly now
If you receive a, Christmas gift from me just know,it came from my heart
Can depression just, leave me alone for at least,a couple of days
I can't believe I, fell in love with someone that,wears more makeup than
Africa needs to, stay strong to occupy the,Centre of the world
Everyone has worth, NOT everyone has a price,Know your own value
Ruth membered when you're, not fate nor coincidence,that which you would change
Don't trust people who, put there windshield wipers up,before a little
can everyone who, watched kissing booth also watch,reality high
and its only the, rap line's can it be fixed by,their next performance
Sometimes being a, man means fighting for what's right,Ass whooping or not
WHAT is she supposed, to do when he dies Go back,to being a bitch
Very cool Glad to, see his father sprung for a,good birthday present
i've never wanted, to quit my job more than i've,wanted to today
i love laying in, bed and procrastinating,so empowering
the only thing that, could make me happier than,rain would be rain you
Baby you you make, cry You got me act like a,fool Crazy like you
I wonder if the, person who wrote the first tweet,ever is alive
an ordinance is, a proposal arriving,not nonvolatile
CAN YOU WHISPER YOUR, WEAK POINT TO ME SO I CAN,GET SOME OF THAT BLOOD
always know you're worth, for example i'm cute as,heck it's that simple
Lucky me I have, work to take my mind off of,it Screw night time though
I need everything, tidy and ready to go,at any notice
Tariq been waiting, to get her up out of there,and it's about time
sad i'm not doing, anything for halloween,i would've looked hot
Me I'm gonna slap, you in the face Sylvan oh,with those tiny hands
I wanna go shoot, pool but nobody I hang,with knows how to play
Academically, things are going great but I,really feel alone
Everyone can call, me beautiful except the,person I want Lol
i don't wanna stay, home this weekend but i don't,wanna go down west
I'm just now getting, home after such a long and,aggravating day
Hoes talkin crazy, like they wont get beat but I'm,not one to talk soo
Bless Kylie She woke, up from her nap to make sure,I'm awake for work
I love Ethan and, Grayson with all my heart and,I hope they know that
its midnight and i'm, laying on the floor blasting,kiwi such a mood
The other day I, hit play on this and my stove,turned on by itself
Jesus this town has, a lot of cute girls and one,really ugly guy
I suppose I'll just, have to take my money back,the hard way So long
blasts Fleetwood Mac in, my heartbroken state because,I got played again
Bill Bailey in the, line up beside me for a,coffee at Heathrow
You can never break, me down and I can never,hit the breaks for you
kinda nervous to, ask but which category,do i fall under
Ah so everyone's, dead Well that'll explain the,lack of sequels then
Just remember I, know EVERYBODY in the,business that MATTERS
Can't be deciding, NFL playoff games on,such close judgment calls
when you feel awful, and no one is replying,to your messages
Thanks for following, I appreciate it Have,a great weekend there
It's a trivial, matter As long as you have,me we'll keep going
Jaime pushing Bran, out of the window was so,unnecessary
Attention duh He's, a toddler with an ego,the size of the Sun
I've been doing so, good but these bitches need to,know I'll still fight them
radiology, exam tomorrow see ya,I need to study
DO YOU EVER JUST, CRY BECAUSE THE UNIVERSE,IS SO GOOD TO YOU
I keep getting kicked, out of my private and i,can't log back in c
People will come up, with all kinds of excuses,to make themselves right
Forever wishing, to have a best friend that I,can be myself with
Get A Radical, medicine with this free With,A Radical Drink
When someone says they, love you and then follow it,up with as a friend
Mitchell speaking French, is the most wholesome thing you,will ever witness
My nutritionist, is going to hate me when,I see her again
The Canadian, population is the size,of California
agreed saw it up, this morning and almost sold,as of now should have
I need someone who, is going to motivate,me and not stress me
The way places are, blasting the air con it might,as well be winter
Dear Professors You, all some Whores Sincerely Stressed,students everywhere
I have period, cramps right now I will punch you,Ducks Win this damn game
Then again I grew, up thinking middle class was,considered rich so
ugh I hate going, shopping by myself I got,a get some more friends
LADIES NOT TOO MUCH, MAKE UP THAT GOT SOME OF Y'ALL,OUT HERE LOOKING DEAD
Either this is meant, to slow me down or make me,spend some time alone
If Ed Dickson did, this to any other team,I wouldn't be mad
I wonder when will, be my time to be noticed,by island records
I feel sorry for, myself for giving people,more than their fucking
Shit How vexing those, vulgar people who do not,understand the arts
Maybe chugging a, straight liter of beer wasn't,the best idea
The main reason why, I have a lot of problem,is because I'm FAT
I forgive you but, you disgust me so I guess,that's not forgiveness
if you never wooed, your food before eating then,your eating wrong lol
Why do casters wear, the big headphones Can't they just,use a normal mic
this maybe the night, that my dreams might let me know,all the stars closer
We're really gonna, end up losing after that,dramatic comeback
Spectrum are you guys, seeing outages in the,Raleigh area
Favourite thing to, do in free time Cuddle with,bae leads to great sex
i can't believe she, said that morgan freeman tweet,was sarcasm lol
Sister better keep, one eye open with that lush,gift set in her room
Excited to start, working on my half sleeve for,my birthday next week
i'm happy but i'm, not as happy as i will,be in september
me wow i'm really, close to this curb lol me runs,curb over me oh
I know I'm always, on vacation but I need,a REAL vacation
The only f bomb, we are gonna use around,here is Fred Savage
I've gotten to a, point where I don't want to do,work I just need sleep
This Seahawks game is, not how I want to ring in,the new year Le sigh
Why do acoustic, versions always sound better,then originals
if ever your in, my arms again this time I,love you much better
There isn't enough, alcohol in this world to,get you off my mind
No more wasting time, and energy on things that,no longer serve me
Learning to trust God, is a process that is learnt,through circumstances
Trump is making the, world his children's playground Make,this madness stop now
send me a picture, of yourself and i will roast,the fuck out of you
so did twenty one, pilots fall off the face of,the earth where are they
I wanna tell the, world about you Just so that,they can get jealous
Which is exactly, why we will never get a,deal We must leave now
I hate hormones I, was just crying and I have,no idea why
I don't even like, perfumes but for them I'll buy,a hundred bottles
Anybody else, wanna Buy some nudes before,I call it a night
surprise your cuddle, bug by wearing a live goose,head in the bedroom
It's nice having strong, people like you around Can,we team up next time
my aunt and uncle, are going to get me a,burger no no no
I can stay without, it one day two days after,I don't feel myself
Love yourself because, really at the end all that,you have is yourself
Life goes on really, that's the hardest lesson I,HAD to teach myself
Sorry about that, Get plenty of rest Try and,eat and get fluids
I'm boring baby, all I do is get money,and be at the house
It's amazing what, trump will do for Deleting,regs etc
update my dad has, moved on from Miley Cyrus,to Lady Gaga
I've decided I'm, moving out by myself and,it's what's best for me
I really need to, buy the Guardians of the,Galaxy movies
You're stupid it means, if you're good you get gifts If,you're bad you get coal
This time around I'll, be myself no buts no if's,no limits just me
Sorry to confused, anyone if said hardware,instead of workshop
I woke up throwing, up and I'm at work feeling,like absolute trash
The best thing about, growing older is that it,takes such a long time
Will I stop being, horny if I cut off my,balls coz I'll do it
josiah screaming, at me like he grown cause i,took my wig from him
STRONG LANGUAGE WARNING, That said this guy's anger has,justification
I aspire to be, the greatest and happiest,as can be in life
Coming from behind, to win this sort of game is,always a delight
i have problems with, parallels is there someone,who can speak german
You deserve someone, who goes out their way to show,you that they love you
All I wanted was, for you to love me back Is,that too much to ask
If I'm not being, held at night I can never,sleep through the whole night
Just thinking out loud, I'm rich as a bitch lol but,I'm still with the shits
I already boost, the economy I mean,look at yo pockets
Now Playing Perry, Como There's No Place Like Home,for the Holidays
Gotta know what you, want in the beginning of,the relationship
Velasco Oh well, when I was alive I had,an eye patch like this
For what matters if, I gain the whole world but lose,my soul Craig Thompson
i really feel like, shit some bring me coffee to,work im begging you
It's a Good Charlotte, kinda day and Good Morning,Revival still bangs
Always love more than, everyone else but act like,ya dint care case closed
I'm fucking heated, i can't vote i would walk but,i really can't move
Josh McCown is an, expensive mentor but damn,is he a good one
When is Ozuna, gonna be in LA again,I NEED to see him
I always for get, we have a few counties in,the Central time zone
Someone scoop and let's, do something I hate staying,in on the weekends
When you find someone, who matches your energy,keep that around you
might wanna change your, profile pic dan is gone It's,time for Moore cowbell
robert did that for, the gays he threw the first rock,at stonewall know this
If you damage the, character of another,you damage your own
I hate going to, super packed bars if I don't,know the bartenders
Trump sows confusion, as Republicans scramble,to avert shutdown
I'm sleepy now so, bye bye twitter goodnight to,my babies only
no matter how much, i give I always feel like,im not good enough
Surround yourself with, people who see greatness and,potential in you
wanna feel valued, and like I'm your world or least,somewhat important
Do not overload, your brain Keep your main focus,your only focus
too tired and too, stress for everything i want,to rest forever
Safe flight to Japan, and take good rest between ur,back to back schedules
Stephen A Smith gone, blow a gasket about the,Wizards tomorrow
Waiting on that class, is cancelled because the whole,town's flooded email
I remember when, you still feel sad and depressed,at times its not fun
Shouldn't do it to, man who has trained to next time,give him a minute
Tear out everything, that makes a man and all you're,left with is a husk
Shit happens Then you, go to sleep and you wake up,and it's a new day
Last person I had, took too much from me Now I,don't have shit to give
It sucks not talking, to someone who you used to,talk to everyday
meditation saved, me for real and it made me,a better person
Paparazzi is, Italian for annoying,buzzing mosquitos
City Girls just came, on the radio and I,thought about Courtney
Love the excitement, of starting uni again,For the last time though
She thinks my tractors, sexy and I think im no,longer welcome here
I shiver when I, hear your name think about you,but it's not the same
i've never been so, annoyed by a group of guys,until this weekend
what female told friend, that his name need to be ranch,lol y'all girls corny
I'm always there when, anyone close to me needs,help I'm done wit that
can jesse drop the, crack and go back to making,good music thank yew
Consumer seeking, Home insurance in Kenner,Louisiana
I don't wanna go, back to school just give me my,degree already
I'm away to greet, One of my best pals just told,me he's proposing
seriously the, essays i just turned in are,trash i'm so afraid
Miami blue best, colour out there Graphite wheels,yellow calipers
and now my baby, is dancing but she's dancing,with another man
Honestly more fear, mongering Do you believe,anything you spew
No matter how hard, they try women are never,going to be men
Make up sex better, than regular sex that's why,i like starting shit
I just keep looking, at the lineup and it gets,better and better
I open up to, my mom and now she has trust,issues Well I'm hurt
How does Thanos snap, his fingers in that clunky,ass metal gauntlet
Beautiful Sunday, evening but Monday morning,is getting closer
If the person I, want texting me Aunt texting,me then my phone dry
I need McKenzie, Milton to bring me home some,Central BBQ
It doesn't feel like, Friday to me but I'm oh,so happy it is
Dragon Quest as a, country I need the Vita,to my Virginia
suck everything off, till it's white Sounds like a whole,fellatio course
Very annoyed with, the shutdown for treasons but,that tweet is funny
Brian I couldn't, have put any better Thank,you Happy New year
Wanna read some stuff, before you vote I'm finding,and posting some links
I know I shouldn't, do it But I R E A,L L Y want to
I've been having such, a bad day I just want this,day to be over
I guess Congrats Braun, for winning the green eggs and,Ham championship
don't talk about not, one and you done get hurt for,talking about them
any idea, when google home support will,be available
Got a notebook full, of old feelings think i can,get rid of it now
Trump Happy New Year, The Left YOU RACIST PIECE OF,SHIT Go fucking die
Sometimes I listen, to Project and sometimes I,listen to Chopin
stares at empty bank, account Should I go to the,Seoul stop in August
Plugging my phone in, to charge just as it's dying,gives me such a rush
I really wanna, go to a Hibachi Grill,Wu's House is that you
t because you spent, a lot of time making it,unknown forgive your
I reckon so Seemed, a farewell from him after,the match Might be wrong
Hope my future rich, husband to be is having,a good evening x
I thought you people, said Putin owned Trump Now it,is the House of Saud
Divert the road They, should block the black spot Road and,construct a new road
It's really the way, she's raising her hand up and,down that's doing me
Man babies and old, people stare a lot for not,knowing how to fight
Do anyone know, how to get rid of a bump,on your nose piercing
Obstacles are what, a person sees when they take,their mind off their goals
can delicate be, a single already im,really impatient
You're unique special, flawed imperfect in all the,perfect ways for me
I have a burning, desire to draw cartoon,vampire ducks right now
Patiently waiting, and waiting for this email,Hoping for the best
I wonder how you, live with yourself having such,a foul character
Honest and open, conversations are a form,of intimacy
Do you ever think, about how honey is just,bee vomit I don't
Ingram hasn't been, getting his touches at all,these past two games lol
Y'all be applauding, men for breathing the bar has,been set so damn low
i never thought i'd, find this much comfort in an,album lol this wild
Debating weather, to still go to Leeds after,seeing the line up
tomorrow is the, day i get my life back in,order scouts honor
Giving someone chance, over and over again,fucked me up big time
Perfect the to I, To the above be silver,Irregular to
i almost wish he, was real just so i could tell,him to eat my shit
I always wondered, what it felt like to not have,balls between my legs
Alas John I'm a, trendy astronomer not,a creepy actor
In case you needed, another reason to end,daylight savings time
So many feelings, and emotions all at once,is too much for me
hope everyone at, the nice lady march has a,v good walk today
Never been to a, drive in movie but that is,changing this summer
One time Chris Mason, waved with his goalie glove and,I cried tears of joy
bill hader got a, golden globe nomination,I'm so proud of him
Yes Caller Trump Sold, out America to pay,his Debts to Russia
Truex You have more, money than you know what to,do with Sponsor him
You seriously, need to stop watching FOX AND,Hannity for truth
Meal Prepping is hard, work but totally worth it,Anyone Agree
Up watching my son, sleep daddy gone make sure u,ain't got no worries
This is going to, be a longer month than i,ever imagined
hey good job auburn, you played well sport now let's go,get you some ice cream
RIP Alfie Evans, A brave little soldier who,did his parents proud
Compounding knowledge, is the most powerful force,that humans possess
Afternoon all how's, it going back at work not,to busy I hope
South Africa does, not need the youth to out in,the streets toy toying
Announcing the long, awaited return of your,fairy godmother
i've just asked about, a tattoo to my mother,and she said no choke
I'll protect her I'll, protect her with everything,I've got Claudius
Erica Damn Is, that Billy Drew or both My,money is on both
I woke up really, early and I'm hungry but,I'm at my aunts house
i woke up happy, as fuck i'm about to have,the best day ever
Finally farting, at home because you were out,in public all day
Never gave a fuck, about this life and that's me,just keeping it mild
Everything happens, for a reason but it's not,about the reason
There is no reason, any person of colour,should be voting for
I haven't made my, mind up if I like living,in Fargo or not
It's only Monday, and I already want the,weekend to get here
Saw a show today, that definitely needed,a trigger warning
Determined to have, a good birthday to make up,for all this years shit
Agree I know I, was in hell if I had to,hear her constantly
Strange vehicular, traffic in my area,this early morning
guys answer the poll, on my previous tweet I,NEED SOME HELP REALLY
Hit the jingle juice, a little to hard last night,I regret nothing
What are y'all going, to do when Loyola wins,the championship
I have been doing, a lot better since that fat,ass fuck fucking died
Or is it pseudo, Mathew with Mary in the,desert Make your choice
Eternity is, a long time BUT I want to,spend it with You Lord
I feel coming up, my throat guess I better wash,my mouth out with soap
High school and middle, school both get a win last night,against Jefferson
bro me my momma, really be fussing like we,sisters or something
Now do Feinstein et, al's lies and hypocrisy,in re Bill Clinton
I walk around like, everything ok but deep,down I need some head
Gotta love it when, things just shake out in the wash,and reveal themselves
If the election, despite her statements were lies,and fabrications
The punishment will, suffer with resolve and he,was no longer stand
Also recently, my dad bought boxer briefs for,me What an ally
Respect to those who, can effectively use a,stair stepper machine
I'm so addicted, to watching the challenge it's,not even funny
Detroit got so much, slept on talent from sports to,music to business
Alright cut the SHIT, I want a signing before,my fucking birthday
Is The Haunting of, Hill House good scary worth my,hoop getting the shits
it's crazy how you, can get so close with someone,in less than a year
The only people, I have full trust and faith in,are crystal and Jan
there's something wrong with, my twitter I'm not seeing,notifications
Never mind she woke, up but that was a lot more,progress from last night
I never miss an, opportunity to make,Frank sad so I'm in
But you're right karma, comes back to everyone and,you're no exception
